Date,close,log_return
2025-07-01,6198.01,-0.0011190878184368853
2025-07-02,6227.42,0.004733849037257287
2025-07-03,6279.35,0.008304350113372305
2025-07-07,6229.98,-0.00789334941723412
2025-07-08,6225.52,-0.000716149522799676
2025-07-09,6263.26,0.006043843334676842
2025-07-10,6280.46,0.002742409872004345
2025-07-11,6259.75,-0.0033029779929135954
2025-07-14,6268.56,0.0014064149836943984
2025-07-15,6243.76,-0.0039640981809521275
2025-07-16,6263.7,0.0031884998062567844
2025-07-17,6297.36,0.005359433132147322
2025-07-18,6296.79,-9.051821685285016e-05
2025-07-21,6305.6,0.0013981477220053166
2025-07-22,6309.62,0.0006373254110623907
2025-07-23,6358.91,0.0077815261467118115
2025-07-24,6363.35,0.000697989222081707
2025-07-25,6388.64,0.003966444948063231
2025-07-28,6389.77,0.00017686081491285848
2025-07-29,6370.86,-0.0029638056808081927
2025-07-30,6362.9,-0.0012502200507663753
2025-07-31,6339.39,-0.003701698960678981
2025-08-01,6238.01,-0.016121328046944453
2025-08-04,6329.94,0.014629536175939909
2025-08-05,6299.19,-0.004869703735275253
2025-08-06,6345.06,0.007255503683515384
2025-08-07,6340.0,-0.000797788937281747
2025-08-08,6389.45,0.007769424248422339
2025-08-11,6373.45,-0.0025072684706233723
2025-08-12,6445.76,0.011281626080988628
2025-08-13,6466.58,0.0032248249415864237
2025-08-14,6468.54,0.00030305092105848265
2025-08-15,6449.8,-0.0029013035955741404
2025-08-18,6449.15,-0.00010078339718365875
2025-08-19,6411.37,-0.0058753625327812135
2025-08-20,6395.78,-0.002434578762704586
2025-08-21,6370.17,-0.0040122410562429415
2025-08-22,6466.91,0.015072248733123567
2025-08-25,6439.32,-0.0042754610800767165
2025-08-26,6465.94,0.0041254554739158684
2025-08-27,6481.4,0.0023881364585491512
2025-08-28,6501.86,0.003151753401949776
2025-08-29,6460.26,-0.006418725150929158
2025-09-02,6415.54,-0.006946392429262097
2025-09-03,6448.26,0.005087154738688097
2025-09-04,6502.08,0.008311798740472436
2025-09-05,6481.5,-0.003170160654550948
2025-09-08,6495.15,0.0021037794861457856
2025-09-09,6512.61,0.0026845529877440578
2025-09-10,6532.04,0.0029790012563325726
2025-09-11,6587.47,0.008450060989231583
2025-09-12,6584.29,-0.00048285120011051867
2025-09-15,6615.28,0.004695616136136634
2025-09-16,6606.76,-0.0012887574351968891
2025-09-17,6600.35,-0.0009706893488903998
2025-09-18,6631.96,0.0047777085223636995
2025-09-19,6664.36,0.00487353856235327
2025-09-22,6693.75,0.004400330199851501
2025-09-23,6656.92,-0.005517340092831724
2025-09-24,6637.97,-0.002850721267084144
2025-09-25,6604.72,-0.0050216489054652645
2025-09-26,6643.7,0.00588449226108198
2025-09-29,6661.21,0.0026321125222386276
2025-09-30,6688.46,0.00408250358961618
2025-10-01,6711.2,0.003394119228470274
2025-10-02,6715.35,0.000618178181611686
2025-10-03,6715.79,6.55193825925374e-05
2025-10-06,6740.28,0.0036399969738822847
2025-10-07,6714.59,-0.003818696311234345
2025-10-08,6753.72,0.0058106934127934015
2025-10-09,6735.11,-0.0027593218696984716
2025-10-10,6552.51,-0.02748595997057204
2025-10-13,6654.72,0.015478194983781826
2025-10-14,6644.31,-0.001565528031162684
2025-10-15,6671.06,0.0040179185387894355
2025-10-16,6629.07,-0.0063142449751388335
2025-10-17,6664.01,0.005256882598063332
2025-10-20,6735.13,0.010615706365319902
2025-10-21,6735.35,3.2664017914663565e-05
2025-10-22,6699.4,-0.005351805698817079
2025-10-23,6738.44,0.005810473980595434
2025-10-24,6791.69,0.00787136190706858
2025-10-27,6875.16,0.01221510997336481
2025-10-28,6890.89,0.002285333388467007
2025-10-29,6890.59,-4.3536688374153406e-05
2025-10-30,6822.34,-0.00995419119768763
2025-10-31,6840.2,0.0026144494615600103
2025-11-03,6851.97,0.001719231195508654
2025-11-04,6771.55,-0.01180619019419214
2025-11-05,6796.29,0.0036468630849652776
2025-11-06,6720.32,-0.011241102610422679
2025-11-07,6728.8,0.0012610492171643028
2025-11-10,6832.43,0.015283571949665772
2025-11-11,6846.61,0.002073245648702285
2025-11-12,6850.92,0.0006293105606983312
2025-11-13,6737.49,-0.016695497821198804
2025-11-14,6734.11,-0.0005017963821556283
2025-11-17,6672.41,-0.009204541614054106
2025-11-18,6617.32,-0.008290659863030455
2025-11-19,6642.16,0.0037467576494783256
2025-11-20,6538.76,-0.015689666748388537
2025-11-21,6602.99,0.009775031702356704
2025-11-24,6705.12,0.015348836917048726
2025-11-25,6765.88,0.009020920798512149
2025-11-26,6812.61,0.0068829721842695365
2025-11-28,6849.09,0.005340490085903758
2025-12-01,6812.63,-0.005337554357799105
2025-12-02,6829.37,0.0024541868350872
2025-12-03,6849.72,0.0029753463150951035
2025-12-04,6857.12,0.0010797529874062967
2025-12-05,6870.4,0.0019348001886360358
2025-12-08,6846.51,-0.003483295312933449
2025-12-09,6840.51,-0.0008767431309868112
2025-12-10,6886.68,0.0067268208715260186
2025-12-11,6901.0,0.0020772175085341247
2025-12-12,6827.41,-0.010720936344245894
2025-12-15,6816.51,-0.0015977816227138871
2025-12-16,6800.26,-0.0023867639262764775
2025-12-17,6721.43,-0.011659917229324452
2025-12-18,6774.76,0.007903012268159712
2025-12-19,6834.5,0.008779372826506848
2025-12-22,6878.49,0.006415836501950419
2025-12-23,6909.79,0.004540095467188959
2025-12-24,6932.05,0.003216338173199279
2025-12-26,6929.94,-0.0003044295972362362
2025-12-29,6905.74,-0.0034982053182543806
2025-12-30,6896.24,-0.0013766142974067502
2025-12-31,6845.5,-0.007384833448338178
